,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionHour,TimeSinceLastTransaction,TransactionAmountRelativeToBalance,IsNewDevice,FailedLoginFlag,MahalanobisDistance,Cluster
1820,TX001821,AC00021,263.59,2023-01-23 16:03:04,Debit,Dallas,D000333,150.25.200.56,M052,Branch,71,Retired,16,1,6996.35,2024-11-04 08:12:00,16,-56218136.0,0.03767535924063924,True,False,2.3839162055186693,1
2111,TX002112,AC00021,762.74,2023-05-02 17:24:54,Debit,Los Angeles,D000196,8.136.178.116,M053,ATM,64,Doctor,244,1,207.1,2024-11-04 08:06:39,17,-47659305.0,3.682954916322795,True,False,2.3027869784548676,1
2125,TX002126,AC00021,416.55,2023-05-05 17:31:53,Debit,Oklahoma City,D000430,188.205.152.176,M038,Online,33,Engineer,73,1,922.96,2024-11-04 08:07:20,17,-47399727.0,0.45131966226792425,True,False,0.7703436358329381,1
381,TX000382,AC00021,180.24,2023-07-03 17:03:48,Debit,Phoenix,D000106,169.67.220.37,M098,Branch,58,Engineer,144,1,8431.23,2024-11-04 08:09:17,17,-42303929.0,0.021377663731890054,True,False,2.5018491120202344,1
1997,TX001998,AC00021,1142.83,2023-07-14 17:44:23,Credit,Omaha,D000493,219.98.242.240,M028,Branch,61,Retired,48,1,2467.39,2024-11-04 08:11:26,17,-41351223.0,0.46317363504280373,True,False,1.4125581592207102,1
458,TX000459,AC00021,275.92,2023-09-18 18:47:52,Credit,Nashville,D000315,112.196.12.19,M042,Branch,62,Retired,107,1,1777.38,2024-11-04 08:07:39,18,-35644787.0,0.15523973401726285,True,False,1.5943631097236133,1
1775,TX001776,AC00021,486.61,2023-11-28 16:17:29,Credit,Sacramento,D000334,152.140.239.181,M047,ATM,48,Engineer,130,1,2006.69,2024-11-04 08:06:34,16,-29519345.0,0.24249385683641292,True,False,3.1460498240825285,1
2148,TX002149,AC00021,734.86,2023-12-08 16:36:30,Credit,Boston,D000198,134.140.85.231,M075,Branch,48,Engineer,290,1,6242.03,2024-11-04 08:08:49,16,-28654339.0,0.11772772620809621,True,False,2.484127971987889,1
77,TX000078,AC00022,91.53,2023-03-13 16:32:12,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,44,Doctor,69,1,14676.05,2024-11-04 08:11:36,16,-51982764.0,0.0062366917486403415,True,False,3.1345693467592515,1
1770,TX001771,AC00022,1.82,2023-04-13 17:35:38,Debit,San Francisco,D000652,146.250.144.172,M009,Online,80,Retired,60,1,5571.39,2024-11-04 08:09:18,17,-49300420.0,0.00032666892763445223,True,False,2.5759683059864376,1
583,TX000584,AC00022,514.33,2023-06-02 16:27:08,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,25,Student,160,1,1592.94,2024-11-04 08:12:17,16,-44984709.0,0.3228809602189602,True,False,3.1224307527324697,1
1052,TX001053,AC00022,168.0,2023-08-24 16:01:40,Credit,Tucson,D000669,72.128.135.172,M053,Branch,32,Engineer,11,1,3498.58,2024-11-04 08:12:20,16,-37815040.0,0.04801948205266284,True,False,3.1510931812141543,1
1357,TX001358,AC00023,422.9,2023-02-27 16:15:53,Debit,Tucson,D000237,180.224.54.115,M027,ATM,40,Engineer,111,1,7616.43,2024-11-04 08:10:52,16,-53193299.0,0.055524701132256576,True,False,2.7890061133885835,1
669,TX000670,AC00023,126.22,2023-05-04 16:25:15,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,2024-11-04 08:07:41,16,-47490146.0,0.02057909055390217,True,True,2.2156067193901148,1
1958,TX001959,AC00023,59.73,2023-05-22 16:38:39,Debit,Fresno,D000681,186.57.149.225,M019,ATM,27,Student,56,1,800.93,2024-11-04 08:10:10,16,-45934291.0,0.07457580469484469,True,False,0.9674352095059189,1
1718,TX001719,AC00023,191.89,2023-06-27 16:37:04,Debit,San Antonio,D000004,42.3.3.101,M041,Branch,25,Student,14,1,399.57,2024-11-04 08:09:55,16,-42823971.0,0.4802412473348538,True,False,1.8555357009721034,1
270,TX000271,AC00023,196.08,2023-08-25 16:52:28,Debit,San Francisco,D000623,198.73.211.114,M088,Online,61,Retired,98,1,4233.82,2024-11-04 08:06:31,16,-37725243.0,0.04631278597977056,True,False,2.607399894203771,1
616,TX000617,AC00023,254.92,2023-09-18 16:04:06,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,28,Engineer,169,1,2791.12,2024-11-04 08:07:18,16,-35654592.0,0.09133251135267378,True,False,2.046136584913312,1
1470,TX001471,AC00024,820.46,2023-04-03 16:22:48,Credit,Fort Worth,D000185,89.21.156.229,M041,Online,53,Engineer,243,1,5621.86,2024-11-04 08:10:23,16,-50168855.0,0.1459410228181758,True,False,2.6321209816570823,1
1040,TX001041,AC00024,84.89,2023-05-22 17:27:11,Debit,San Jose,D000618,201.113.165.203,M018,ATM,37,Engineer,70,1,4735.61,2024-11-04 08:12:16,17,-45931505.0,0.017925884906219297,True,False,1.661605636371602,1
1307,TX001308,AC00024,28.78,2023-08-07 16:08:04,Credit,Tucson,D000041,186.135.2.148,M096,Online,40,Doctor,51,1,680.55,2024-11-04 08:11:39,16,-39283415.0,0.04228932418941556,True,False,2.0122322965541657,1
2213,TX002214,AC00024,423.53,2023-08-10 17:08:52,Credit,Kansas City,D000239,32.71.250.58,M025,Branch,50,Doctor,81,1,5453.4,2024-11-04 08:07:23,17,-39020311.0,0.07766347585421302,True,False,3.381279198290685,1
1386,TX001387,AC00024,69.28,2023-10-30 16:36:24,Debit,Los Angeles,D000379,184.4.253.143,M070,Online,25,Student,129,1,708.74,2024-11-04 08:11:01,16,-32024077.0,0.09775093690562214,True,False,2.928124357836315,1
1806,TX001807,AC00025,350.11,2023-03-13 17:10:34,Credit,Raleigh,D000510,24.181.236.233,M050,Online,74,Retired,178,1,4639.04,2024-11-04 08:08:12,17,-51980258.0,0.07547035577302556,True,False,2.125932726026174,1
1063,TX001064,AC00025,65.26,2023-12-08 17:05:35,Debit,Sacramento,D000489,77.208.193.198,M026,Branch,26,Student,72,1,7380.63,2024-11-04 08:10:54,17,-28652719.0,0.008842063605895347,True,False,2.8614250711870084,1
282,TX000283,AC00026,329.69,2023-01-09 16:54:30,Credit,San Antonio,D000278,146.69.70.214,M088,Online,26,Student,66,1,1671.66,2024-11-04 08:09:49,16,-57424519.0,0.19722311835407247,True,False,2.9043004649903397,1
637,TX000638,AC00026,90.88,2023-02-20 16:48:49,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1,3908.47,2024-11-04 08:07:13,16,-53795904.0,0.023252065326708236,True,False,2.2856661122694057,1
697,TX000698,AC00026,278.27,2023-04-10 16:47:55,Debit,Tucson,D000141,87.234.36.48,M027,Branch,29,Doctor,123,1,6684.34,2024-11-04 08:09:58,16,-49562523.0,0.04163013844054889,True,False,3.9428396513709543,1
239,TX000240,AC00026,66.5,2023-05-04 16:44:56,Credit,Louisville,D000419,13.88.251.53,M098,Online,32,Engineer,144,1,6820.23,2024-11-04 08:08:06,16,-47488990.0,0.009750404297581748,True,False,3.1816149537657865,1
1512,TX001513,AC00026,147.46,2023-10-12 16:58:25,Credit,Albuquerque,D000380,78.69.172.205,M071,Online,65,Doctor,205,1,7458.03,2024-11-04 08:11:31,16,-33577986.0,0.01977197729189615,True,False,3.2862017275570805,1
1926,TX001927,AC00026,39.31,2023-10-30 17:24:55,Debit,Portland,D000394,203.197.235.35,M053,Online,25,Student,178,1,1236.38,2024-11-04 08:06:47,17,-32020912.0,0.03179443187535845,True,False,2.466504400774086,1
790,TX000791,AC00027,262.06,2023-09-11 16:09:15,Debit,Oklahoma City,D000408,44.73.3.217,M029,Branch,63,Doctor,118,1,13587.52,2024-11-04 08:10:23,16,-36259268.0,0.019286816122966653,True,False,2.587929714962774,1
2376,TX002377,AC00027,277.02,2023-11-13 16:16:48,Credit,Denver,D000561,65.149.11.248,M042,ATM,46,Doctor,227,1,8586.38,2024-11-04 08:09:56,16,-30815588.0,0.03226272301917371,True,False,2.40548481038252,1
1257,TX001258,AC00027,18.46,2023-11-20 16:29:14,Debit,Charlotte,D000133,166.41.54.117,M032,Branch,68,Retired,213,1,6381.6,2024-11-04 08:10:17,16,-30210063.0,0.0028926914834952184,True,False,2.880139200966361,0
1437,TX001438,AC00028,107.48,2023-02-07 17:38:18,Debit,Los Angeles,D000624,120.32.147.210,M058,Branch,20,Student,103,1,1379.39,2024-11-04 08:12:07,17,-54916429.0,0.07791849964173657,True,False,2.1231106446299637,1
1579,TX001580,AC00028,398.36,2023-06-27 16:52:00,Debit,Columbus,D000022,80.58.55.129,M006,ATM,22,Student,56,1,1863.7,2024-11-04 08:09:08,16,-42823028.0,0.21374684652172107,True,False,2.33333358709679,1
2414,TX002415,AC00028,1664.33,2023-09-25 17:11:19,Debit,San Antonio,D000072,116.106.207.139,M064,Branch,18,Student,65,1,1588.31,2024-11-04 08:07:07,17,-35045748.0,1.0478621865513522,True,False,2.1301932061754565,1
1219,TX001220,AC00029,129.48,2023-02-06 16:30:43,Debit,Seattle,D000315,106.244.1.47,M001,ATM,31,Engineer,179,1,7581.7,2024-11-04 08:10:43,16,-55006800.0,0.017077964022477854,True,False,2.7408286246333637,1
349,TX000350,AC00029,11.18,2023-02-27 16:39:28,Debit,Miami,D000609,176.96.83.253,M035,ATM,53,Engineer,144,1,7467.3,2024-11-04 08:10:57,16,-53191889.0,0.0014971944323956524,True,False,3.292333163558795,1
1859,TX001860,AC00029,116.97,2023-07-12 16:52:54,Debit,Oklahoma City,D000054,23.92.205.75,M041,ATM,18,Student,299,1,729.7,2024-11-04 08:08:24,16,-41526930.0,0.16029875071537958,True,False,2.7268872439775635,1
410,TX000411,AC00029,390.35,2023-09-26 18:36:46,Credit,Omaha,D000274,101.223.82.253,M019,ATM,64,Doctor,61,1,7095.88,2024-11-04 08:10:01,18,-34954395.0,0.055010794919008225,True,False,2.0746777647884675,1
771,TX000772,AC00029,101.19,2023-11-29 18:38:41,Credit,Denver,D000524,80.155.14.197,M033,Online,64,Doctor,75,1,14389.45,2024-11-04 08:09:44,18,-29424663.0,0.007032235417592586,True,False,1.7302346863958606,1
2086,TX002087,AC00029,1192.95,2023-12-04 18:30:00,Debit,Las Vegas,D000227,71.93.189.160,M068,Branch,23,Student,73,1,325.15,2024-11-04 08:08:01,18,-28993081.0,3.6689219231455668,True,False,2.9906366202524546,1
1346,TX001347,AC00030,520.86,2023-03-20 16:29:02,Credit,Sacramento,D000309,179.132.235.182,M017,Online,51,Engineer,66,1,9200.74,2024-11-04 08:08:47,16,-51377985.0,0.056610663863329844,True,False,2.0235526524590037,1
1473,TX001474,AC00030,384.41,2023-04-17 16:53:29,Debit,Jacksonville,D000289,168.55.199.214,M093,ATM,60,Engineer,65,1,7831.56,2024-11-04 08:10:13,16,-48957404.0,0.04908472890575476,True,False,2.3503239645475764,1
1919,TX001920,AC00030,76.89,2023-05-10 17:49:57,Debit,Chicago,D000671,199.103.32.145,M011,ATM,55,Doctor,132,1,7374.26,2024-11-04 08:10:31,17,-46966834.0,0.01042680891312917,True,False,1.9410338447090096,1
2497,TX002498,AC00030,348.17,2023-05-10 17:56:31,Debit,El Paso,D000269,82.51.236.134,M072,ATM,21,Student,181,1,1887.84,2024-11-04 08:11:06,17,-46966475.0,0.18442770476084996,True,False,2.060757075058136,1
1784,TX001785,AC00030,251.4,2023-07-05 16:52:09,Debit,Tucson,D000502,189.20.224.220,M023,ATM,57,Retired,178,1,2561.67,2024-11-04 08:11:03,16,-42131934.0,0.09813910418539817,True,False,6.775031737593674,0
701,TX000702,AC00030,211.1,2023-09-14 16:58:48,Debit,Miami,D000653,19.228.76.177,M070,Branch,57,Retired,136,1,7059.77,2024-11-04 08:07:01,16,-35996893.0,0.029901823954743816,True,False,3.0314594720268064,1
780,TX000781,AC00030,456.93,2023-09-26 16:18:33,Credit,Virginia Beach,D000587,214.67.148.245,M006,Branch,28,Engineer,193,1,7284.76,2024-11-04 08:09:29,16,-34962656.0,0.06272409789378909,True,False,1.7437320779375998,1
1615,TX001616,AC00030,363.84,2023-10-19 17:41:40,Debit,Columbus,D000069,26.240.219.199,M048,Online,73,Retired,118,3,5415.64,2024-11-04 08:09:37,17,-32970477.0,0.0671831952138931,True,True,3.127837262091329,1
559,TX000560,AC00030,356.1,2023-10-25 16:13:39,Credit,Fort Worth,D000441,167.164.55.0,M043,Branch,26,Student,187,1,868.35,2024-11-04 08:11:02,16,-32457443.0,0.41008809339450575,True,False,2.0631730953755643,1
2367,TX002368,AC00032,239.85,2023-01-26 16:17:52,Debit,Tucson,D000001,121.67.144.20,M047,ATM,70,Retired,50,1,1477.63,2024-11-04 08:07:51,16,-55957799.0,0.16232074225400983,True,False,5.002468292901124,1
1136,TX001137,AC00032,341.67,2023-03-06 16:45:24,Debit,Omaha,D000160,140.94.123.72,M037,Branch,53,Retired,96,5,1442.29,2024-11-04 08:09:03,16,-52586619.0,0.23689410425854646,True,True,2.1990994673464317,1
2043,TX002044,AC00032,248.76,2023-03-20 18:51:53,Debit,Portland,D000390,149.46.124.220,M070,Branch,21,Student,117,1,6178.77,2024-11-04 08:09:07,18,-51369434.0,0.04026044011953764,True,False,1.8168846202602278,1
753,TX000754,AC00032,1020.73,2023-07-24 16:42:06,Debit,Fort Worth,D000676,166.79.195.157,M087,ATM,28,Student,87,1,1119.61,2024-11-04 08:11:32,16,-40490966.0,0.9116835245158268,True,False,5.418770761636363,0
1033,TX001034,AC00032,43.91,2023-08-17 18:31:23,Debit,Albuquerque,D000515,149.84.108.18,M073,Online,27,Student,86,1,1806.68,2024-11-04 08:12:22,18,-38410859.0,0.024304248542607165,True,False,4.093730798684489,1
1310,TX001311,AC00032,52.23,2023-09-11 18:08:19,Credit,San Francisco,D000088,154.138.163.229,M016,Branch,28,Student,96,1,105.01,2024-11-04 08:08:11,18,-36251992.0,0.4973811544251828,True,False,5.951129741375204,0
642,TX000643,AC00032,467.13,2023-09-28 17:18:26,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,54,Retired,45,1,3914.84,2024-11-04 08:06:58,17,-34786112.0,0.11932288389992213,True,False,2.8392445519014404,1
2426,TX002427,AC00032,582.17,2023-12-07 16:02:47,Debit,Tucson,D000032,147.114.91.132,M093,Branch,57,Engineer,135,1,7310.83,2024-11-04 08:08:05,16,-28742718.0,0.07963117719926303,True,False,2.1908838008943365,1
1160,TX001161,AC00032,388.21,2023-12-19 16:39:57,Credit,Columbus,D000387,145.246.171.225,M013,Branch,53,Doctor,237,1,9724.49,2024-11-04 08:08:17,16,-27703700.0,0.03992085956186817,True,False,1.8882128673570369,1
531,TX000532,AC00033,40.57,2023-02-13 17:02:27,Debit,Columbus,D000380,173.252.44.183,M096,Branch,26,Student,63,1,1476.91,2024-11-04 08:06:37,17,-54399850.0,0.02746951386699586,True,False,1.4424100393822812,1
2071,TX002072,AC00033,63.54,2023-05-22 18:23:18,Debit,Dallas,D000195,51.250.122.123,M045,ATM,26,Engineer,136,1,4401.78,2024-11-04 08:07:31,18,-45927853.0,0.01443506941638367,True,False,3.3361398404650364,1
2246,TX002247,AC00033,46.53,2023-06-22 17:27:50,Debit,San Francisco,D000287,133.67.250.163,M082,ATM,42,Engineer,34,1,4468.12,2024-11-04 08:07:22,17,-43252772.0,0.01041377579292012,True,False,2.7710973203681966,1
977,TX000978,AC00033,397.01,2023-08-07 17:45:52,Debit,Los Angeles,D000044,92.180.81.50,M058,ATM,22,Student,100,1,719.52,2024-11-04 08:06:31,17,-39277239.0,0.5517706171924253,True,False,1.986832668943967,1
2435,TX002436,AC00033,305.92,2023-12-06 16:42:18,Debit,El Paso,D000128,136.172.149.77,M057,ATM,72,Retired,88,1,1445.47,2024-11-04 08:08:28,16,-28826770.0,0.21164050300842976,True,False,1.6814268069506646,1
285,TX000286,AC00033,47.42,2023-12-19 16:46:08,Debit,San Diego,D000249,41.0.10.107,M012,ATM,64,Doctor,28,1,8253.52,2024-11-04 08:08:56,16,-27703368.0,0.005745427398557916,True,False,2.2511761260065226,1
347,TX000348,AC00034,202.11,2023-03-30 16:09:26,Debit,Memphis,D000072,59.208.79.116,M005,ATM,27,Student,18,1,746.47,2024-11-04 08:10:01,16,-50515235.0,0.27075434684911187,True,False,3.1331408922388517,1
1915,TX001916,AC00034,95.35,2023-07-26 16:27:19,Debit,Chicago,D000348,39.163.103.27,M032,Online,21,Student,131,1,1639.9,2024-11-04 08:07:22,16,-40318803.0,0.05814378890088548,True,False,2.223449048473557,1
2060,TX002061,AC00034,72.47,2023-10-17 18:02:43,Debit,Boston,D000066,89.18.54.235,M083,Online,29,Doctor,72,1,1305.56,2024-11-04 08:11:10,18,-33142107.0,0.055508746779092906,True,False,2.260645290828006,1
674,TX000675,AC00034,637.97,2023-10-23 17:17:18,Debit,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,7949.03,2024-11-04 08:07:56,17,-32626238.0,0.08025759107682624,True,False,2.355517856694511,1
175,TX000176,AC00035,73.23,2023-05-19 16:52:53,Debit,Portland,D000059,155.37.19.43,M022,Branch,26,Student,14,1,787.74,2024-11-04 08:11:12,16,-46192699.0,0.09296214369002281,True,False,2.7182531060592225,1
715,TX000716,AC00035,78.92,2023-06-15 18:57:42,Credit,Jacksonville,D000118,149.84.108.18,M075,Online,59,Engineer,95,1,5624.86,2024-11-04 08:08:28,18,-43852246.0,0.014030571402611674,True,False,2.493267841314294,1
1839,TX001840,AC00035,813.78,2023-08-07 17:42:03,Credit,Atlanta,D000627,101.90.40.193,M012,ATM,54,Doctor,55,1,14935.5,2024-11-04 08:08:31,17,-39277588.0,0.05448629101504048,True,False,1.4845404837606124,1
2266,TX002267,AC00035,171.16,2023-09-28 16:33:08,Debit,New York,D000459,147.119.62.178,M058,Online,51,Retired,42,1,6126.5,2024-11-04 08:11:02,16,-34789074.0,0.027937647877356326,True,False,3.2538037759397755,1
299,TX000300,AC00035,211.18,2023-10-16 16:09:47,Debit,Washington,D000428,64.89.183.39,M059,ATM,73,Retired,90,1,4069.17,2024-11-04 08:11:50,16,-33235323.0,0.05189756129162074,True,False,3.0648646956607615,1
877,TX000878,AC00035,53.51,2023-10-26 16:54:32,Debit,New York,D000671,136.172.149.77,M030,Online,56,Retired,165,1,5773.5,2024-11-04 08:11:18,16,-32368606.0,0.009268208176551124,True,False,3.051900859747401,1
988,TX000989,AC00035,471.88,2023-10-30 18:44:22,Credit,San Jose,D000317,133.67.250.163,M054,Online,34,Doctor,141,1,14833.34,2024-11-04 08:07:00,18,-32016158.0,0.03181212051243205,True,False,2.9214685395968227,1
1589,TX001590,AC00035,70.88,2023-12-04 16:18:39,Credit,Omaha,D000315,169.67.220.37,M087,Branch,74,Retired,176,1,1794.65,2024-11-04 08:06:26,16,-29000867.0,0.03949516596832159,True,False,2.347762877397795,1
1295,TX001296,AC00035,206.63,2023-12-07 16:11:01,Credit,Oklahoma City,D000239,115.30.82.168,M023,Online,59,Retired,128,1,7626.53,2024-11-04 08:10:42,16,-28742381.0,0.027093579875653043,True,False,1.8965904311476567,1
469,TX000470,AC00036,71.95,2023-02-13 16:39:52,Credit,Omaha,D000410,162.58.247.55,M100,Online,59,Engineer,53,1,9267.32,2024-11-04 08:06:23,16,-54401191.0,0.007763841102105203,True,False,1.724586885654647,1
1315,TX001316,AC00036,710.43,2023-03-08 17:07:21,Debit,San Diego,D000398,189.198.67.252,M007,Online,67,Retired,115,1,5625.55,2024-11-04 08:08:42,17,-52412481.0,0.1262863184465762,True,False,2.01389935868635,1
2236,TX002237,AC00036,58.85,2023-05-15 17:15:25,Credit,Milwaukee,D000517,221.169.49.152,M041,Online,71,Retired,115,1,1789.8,2024-11-04 08:06:34,17,-46536669.0,0.03288076861727138,True,False,2.9589344279053913,1
1813,TX001814,AC00036,26.92,2023-05-18 18:15:02,Debit,Indianapolis,D000687,49.20.211.229,M053,ATM,62,Retired,43,1,1674.94,2024-11-04 08:07:16,18,-46273934.0,0.016072217416312123,True,False,1.8408170791568497,1
180,TX000181,AC00036,740.25,2023-07-19 17:03:58,Debit,Philadelphia,D000030,1.198.76.182,M010,Online,41,Doctor,123,1,14464.3,2024-11-04 08:08:27,17,-40921469.0,0.051177727196492245,True,False,2.7700449506477316,1
765,TX000766,AC00037,79.8,2023-12-22 17:17:34,Debit,Fort Worth,D000477,189.198.67.252,M070,ATM,73,Retired,76,1,6372.58,2024-11-04 08:06:48,17,-27442154.0,0.012522400640678657,True,False,2.2204883834387124,1
2138,TX002139,AC00037,173.45,2023-12-25 16:25:43,Debit,Philadelphia,D000053,136.250.159.93,M066,ATM,31,Engineer,161,1,9077.62,2024-11-04 08:07:11,16,-27186088.0,0.01910743122194206,True,False,2.3004900346930786,1
2300,TX002301,AC00038,301.73,2023-06-27 16:40:58,Debit,Tucson,D000006,165.143.173.165,M044,Online,67,Doctor,163,1,990.74,2024-11-04 08:07:10,16,-42823572.0,0.3045501311691248,True,False,3.5237077453303107,1
2124,TX002125,AC00039,737.46,2023-01-03 16:28:03,Credit,Albuquerque,D000443,202.194.199.70,M037,Branch,53,Doctor,75,4,634.16,2024-11-04 08:07:37,16,-57944374.0,1.162892627051649,True,True,2.2622440883481945,1
596,TX000597,AC00039,138.06,2023-07-25 17:21:53,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,44,Engineer,159,1,1070.47,2024-11-04 08:06:52,17,-40401899.0,0.12897138519555537,True,False,2.2875367673538793,1
495,TX000496,AC00039,634.86,2023-08-10 16:28:55,Debit,Chicago,D000151,122.94.26.104,M009,ATM,27,Student,45,1,588.5,2024-11-04 08:08:00,16,-39022745.0,1.0787765322212994,True,False,0.928844775538023,1
995,TX000996,AC00039,50.29,2023-09-18 16:13:38,Credit,Raleigh,D000499,171.150.178.172,M028,Online,58,Doctor,64,1,7604.9,2024-11-04 08:07:16,16,-35654018.0,0.006612841711774196,True,False,1.4314870794531958,1
396,TX000397,AC00039,416.37,2023-10-11 16:14:28,Debit,Columbus,D000686,198.24.183.157,M015,Online,35,Engineer,67,1,7936.91,2024-11-04 08:08:50,16,-33666862.0,0.052459962312209715,True,False,2.6139807972225224,1
823,TX000824,AC00039,4.15,2023-10-19 16:34:39,Credit,Omaha,D000214,166.41.54.117,M019,Branch,60,Retired,119,1,6017.36,2024-11-04 08:09:48,16,-32974509.0,0.0006896712167966166,True,False,2.9569704380538586,1
593,TX000594,AC00039,139.57,2023-11-17 17:59:11,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,19,Student,263,3,271.78,2024-11-04 08:07:23,17,-30463692.0,0.5135403446338824,True,True,1.6336664059717296,1
2230,TX002231,AC00040,228.4,2023-01-05 16:22:12,Debit,Omaha,D000315,149.46.124.220,M060,ATM,67,Doctor,116,1,9598.43,2024-11-04 08:09:36,16,-57772044.0,0.023795558207128083,True,False,2.7664072254090404,1
350,TX000351,AC00040,294.15,2023-02-02 16:19:31,Debit,Fresno,D000504,112.86.148.212,M020,Online,38,Engineer,136,1,6362.16,2024-11-04 08:07:20,16,-55352869.0,0.04623429771298695,True,False,2.5519191928110105,1
1144,TX001145,AC00040,199.8,2023-07-24 16:18:50,Debit,Detroit,D000138,35.246.53.10,M038,ATM,20,Student,163,1,167.28,2024-11-04 08:11:34,16,-40492364.0,1.194404519703221,True,False,2.4719800144193003,1
440,TX000441,AC00040,1237.56,2023-11-13 17:49:04,Credit,Austin,D000077,219.96.187.255,M060,Branch,60,Engineer,159,1,9410.17,2024-11-04 08:11:45,17,-30810161.0,0.13151303309981324,True,False,3.94113051509717,0
1516,TX001517,AC00040,965.66,2023-12-18 17:22:16,Debit,Raleigh,D000244,81.102.230.41,M009,ATM,53,Engineer,32,1,765.81,2024-11-04 08:08:58,17,-27787602.0,1.2609654971733786,True,False,2.226953972814709,1
